"year","movies_name","total_gross","opening_week","opening_date"
"2006","The Pursuit of Happyness","163,566,459 ","26,541,709 ","12-15"
"2006","Dreamgirls","103,365,956 ","378,950 ","12-15"
"2006","Charlotte's Web (2006)","82,985,708 ","11,457,353 ","12-15"
"2006","Eragon","75,030,163 ","23,239,907 ","12-15"
"2006","Rocky Balboa","70,270,943 ","12,158,168 ","12-20"
"2006","Night at the Museum","250,863,268 ","30,433,781 ","12-22"
"2006","The Good Shepherd","59,952,835 ","9,912,110 ","12-22"
"2006","We Are Marshall","43,545,364 ","6,114,264 ","12-22"
"2006","Children of Men","35,552,383 ","501,003 ","12-25"
"2006","Pan's Labyrinth","37,634,615 ","568,641 ","12-29"
